,valid_time,latitude,longitude,max_temperature,mean_temperature,max_precipitation,mean_precipitation,mslp,month,heatwave_label
275,12-06-24,19.05,72.8,302.28583,301.52658,0.002106494,0.000510048,100741.98,6,0
298,13-06-24,18.8,72.8,301.59454,301.03546,0.002381025,0.00070311,100708.54,6,0
299,13-06-24,19.05,72.8,302.25525,301.37607,0.002937985,0.000651844,100690.97,6,0
322,14-06-24,18.8,72.8,301.79388,301.02036,0.000642981,0.00032229,100620.24,6,0
323,14-06-24,19.05,72.8,302.2543,301.26807,0.000664732,0.000305144,100604.96,6,0
346,15-06-24,18.8,72.8,301.9428,300.94992,0.000685329,0.000272109,100543.71,6,0
347,15-06-24,19.05,72.8,302.32114,301.27945,0.000657024,0.000272032,100529.62,6,0
370,16-06-24,18.8,72.8,302.95007,301.68115,0.000466302,0.000132371,100575.12,6,0
371,16-06-24,19.05,72.8,303.34906,301.98334,0.000366144,0.000126907,100564.02,6,0
394,17-06-24,18.8,72.8,302.6528,301.56015,0.001213941,0.000420922,100620.26,6,0
395,17-06-24,19.05,72.8,302.93994,301.8199,0.001027293,0.000441622,100607.4,6,0
418,18-06-24,18.8,72.8,301.9776,301.18735,0.00120306,0.000506275,100593.75,6,0
419,18-06-24,19.05,72.8,302.11868,301.45932,0.001647814,0.000583805,100577.35,6,0
442,19-06-24,18.8,72.8,301.60077,300.83014,0.002601533,0.001107498,100415.23,6,0
443,19-06-24,19.05,72.8,301.5136,301.01035,0.002812375,0.001137058,100396.71,6,0
466,20-06-24,18.8,72.8,302.93573,301.1948,0.002970002,0.001353113,100293.28,6,0
467,20-06-24,19.05,72.8,302.95966,301.3829,0.003165718,0.001327472,100265.35,6,0
490,21-06-24,18.8,72.8,302.21494,301.38467,0.000696566,0.000356181,100355.125,6,0
491,21-06-24,19.05,72.8,302.84058,301.71146,0.000666337,0.000348955,100329.88,6,0
514,22-06-24,18.8,72.8,302.213,301.32364,0.000706133,0.000265979,100249.22,6,0
515,22-06-24,19.05,72.8,302.70062,301.53754,0.000473392,0.000237144,100230.13,6,0
538,23-06-24,18.8,72.8,302.0501,301.04102,0.002846107,0.000656455,100151.79,6,0
539,23-06-24,19.05,72.8,302.42596,301.27908,0.003373876,0.000725035,100136.44,6,0
562,24-06-24,18.8,72.8,302.21527,300.94376,0.004091368,0.001152563,99972.79,6,0
563,24-06-24,19.05,72.8,302.64236,301.16028,0.003611864,0.001193882,99961.12,6,0
586,25-06-24,18.8,72.8,302.86047,301.72305,0.001782946,0.000439593,99785.305,6,0
587,25-06-24,19.05,72.8,303.1997,301.9421,0.001593757,0.000400807,99778.71,6,0
610,26-06-24,18.8,72.8,302.43222,301.5196,0.00276856,0.000889434,99790.21,6,0
611,26-06-24,19.05,72.8,302.70557,301.77405,0.002426399,0.000687073,99767.836,6,0
634,27-06-24,18.8,72.8,302.31644,301.3924,0.004815716,0.002433161,100058.914,6,0
635,27-06-24,19.05,72.8,302.4263,301.6015,0.004964292,0.002094475,100026.1,6,0
658,28-06-24,18.8,72.8,301.60406,300.9479,0.002441887,0.001015211,100175.72,6,0
659,28-06-24,19.05,72.8,301.58243,301.05896,0.001882616,0.000948282,100154.01,6,0
682,29-06-24,18.8,72.8,302.24744,300.96896,0.000663737,0.000409394,100276.48,6,0
683,29-06-24,19.05,72.8,302.37234,301.091,0.000733866,0.000394383,100254.72,6,0
704,30-06-24,18.8,72.8,302.22354,301.31485,0.001411019,0.000582286,100325.34,6,0
705,30-06-24,19.05,72.8,302.2844,301.38815,0.001735648,0.000622402,100297.94,6,0
12,01-07-24,18.8,72.8,301.85052,301.17105,0.001287498,0.000513952,100274.164,7,0
13,01-07-24,19.05,72.8,302.2597,301.3173,0.000983533,0.000462524,100237.15,7,0
36,02-07-24,18.8,72.8,302.41077,301.6562,0.00274394,0.000740292,100224.27,7,0
37,02-07-24,19.05,72.8,302.60925,301.8655,0.002659156,0.000571757,100193.625,7,0
60,03-07-24,18.8,72.8,302.4683,302.13394,0.000641838,0.000341003,100297.37,7,0
61,03-07-24,19.05,72.8,302.83154,302.36945,0.000557732,0.000310796,100266.664,7,0
84,04-07-24,18.8,72.8,302.08777,301.4249,0.000415673,0.000324238,100401.68,7,0
85,04-07-24,19.05,72.8,302.3523,301.72058,0.000438814,0.000300174,100371.086,7,0
108,05-07-24,18.8,72.8,301.7814,301.02597,0.000647553,0.000382926,100242.586,7,0
109,05-07-24,19.05,72.8,302.00482,301.21088,0.000621376,0.000355404,100215.77,7,0
132,06-07-24,18.8,72.8,301.89844,301.06802,0.000910826,0.000408219,100142.74,7,0
133,06-07-24,19.05,72.8,302.2654,301.31583,0.000813931,0.000372901,100108.73,7,0
156,07-07-24,18.8,72.8,301.97858,301.41922,0.000376102,0.000275021,100236.57,7,0
157,07-07-24,19.05,72.8,302.42398,301.69305,0.000330368,0.000237195,100210.56,7,0
180,08-07-24,18.8,72.8,301.2307,300.39307,0.000868196,0.000435048,100244.52,7,0
181,08-07-24,19.05,72.8,301.68,300.63614,0.000653114,0.000363089,100223.63,7,0
204,09-07-24,18.8,72.8,300.8463,300.33066,0.008658595,0.0024365,100360.73,7,0
205,09-07-24,19.05,72.8,300.84784,300.37216,0.005960055,0.002225036,100339.71,7,0
228,10-07-24,18.8,72.8,301.26096,300.5,0.001280996,0.000476538,100621.02,7,0
229,10-07-24,19.05,72.8,301.3988,300.68924,0.001115526,0.000404756,100601.53,7,0
252,11-07-24,18.8,72.8,300.89758,300.23923,0.002644265,0.001124354,100621.18,7,0
253,11-07-24,19.05,72.8,301.13553,300.4141,0.003070818,0.001141932,100599.98,7,0
276,12-07-24,18.8,72.8,301.01227,300.30945,0.004012077,0.002045307,100421.16,7,0
277,12-07-24,19.05,72.8,300.9975,300.44714,0.003864474,0.002005507,100397.73,7,0
300,13-07-24,18.8,72.8,301.00037,300.3799,0.004835744,0.002478031,100351.65,7,0
301,13-07-24,19.05,72.8,300.95575,300.40283,0.005258817,0.00276801,100319.94,7,0
324,14-07-24,18.8,72.8,300.38715,299.96207,0.002413721,0.001583057,100170.79,7,0
325,14-07-24,19.05,72.8,300.72653,300.15298,0.001887717,0.001229698,100150.06,7,0
348,15-07-24,18.8,72.8,300.58185,300.1685,0.001653552,0.000741562,100114.68,7,0
349,15-07-24,19.05,72.8,300.94922,300.43988,0.001012131,0.000546525,100097.28,7,0
372,16-07-24,18.8,72.8,301.06824,300.33954,0.002052842,0.001008093,100079.06,7,0
373,16-07-24,19.05,72.8,301.2492,300.50504,0.001810887,0.000754235,100055.78,7,0
396,17-07-24,18.8,72.8,301.10553,300.3856,0.003910114,0.001572551,100200.805,7,0
397,17-07-24,19.05,72.8,301.3252,300.6098,0.003383581,0.001275934,100177.336,7,0
420,18-07-24,18.8,72.8,300.8925,300.27808,0.006208912,0.003004969,100269.48,7,0
421,18-07-24,19.05,72.8,301.12225,300.41034,0.005063012,0.002574402,100243.836,7,0
444,19-07-24,18.8,72.8,300.94714,300.3455,0.003177568,0.001481377,100099.51,7,0
445,19-07-24,19.05,72.8,301.00177,300.42667,0.002479533,0.001377599,100067.32,7,0
468,20-07-24,18.8,72.8,300.65552,300.22012,0.008697681,0.003825896,100190.19,7,0
469,20-07-24,19.05,72.8,300.80215,300.34506,0.00776922,0.003997592,100156.164,7,0
492,21-07-24,18.8,72.8,300.61713,300.2355,0.003717606,0.002038581,100210.56,7,0
493,21-07-24,19.05,72.8,300.81384,300.4074,0.003723253,0.001904136,100178.97,7,0
516,22-07-24,18.8,72.8,300.8992,300.46072,0.002879865,0.001496304,100403.65,7,0
517,22-07-24,19.05,72.8,300.86688,300.48743,0.002910245,0.001466106,100369.305,7,0
540,23-07-24,18.8,72.8,300.8103,300.2101,0.004356995,0.002047047,100495.81,7,0
541,23-07-24,19.05,72.8,300.89456,300.34293,0.004028358,0.001885164,100460.37,7,0
564,24-07-24,18.8,72.8,300.62305,300.13684,0.003094055,0.00199908,100249.125,7,0
565,24-07-24,19.05,72.8,300.84354,300.32455,0.003658153,0.001802086,100213.805,7,0
588,25-07-24,18.8,72.8,300.8595,300.3052,0.003656039,0.001860341,100142.63,7,0
589,25-07-24,19.05,72.8,301.0366,300.52063,0.002328007,0.001248867,100108.664,7,0
612,26-07-24,18.8,72.8,301.25372,300.94785,0.000776261,0.000436629,100286.44,7,0
613,26-07-24,19.05,72.8,301.64502,301.16904,0.000714851,0.000410045,100254.1,7,0
636,27-07-24,18.8,72.8,300.8996,300.66788,0.000862895,0.000451835,100362.23,7,0
637,27-07-24,19.05,72.8,301.15237,300.8323,0.00107703,0.000451964,100328.47,7,0
