YEAR,HR,DT,MN,DPT,WBT,DBT,Normal_Temp
2013,72,25,7,24.7,25.4,27.0,29.9
2013,72,26,7,24.8,25.6,27.4,29.9
2013,72,27,7,24.8,25.4,26.8,29.9
2013,72,28,7,24.3,25.3,27.2,29.9
2013,72,29,7,25.0,25.6,27.0,29.9
2013,72,30,7,24.9,25.4,26.6,29.9
2013,72,31,7,24.7,25.4,27.0,29.9
2013,84,1,7,24.1,25.2,27.6,29.9
2013,84,2,7,25.6,26.0,27.0,29.9
2013,84,3,7,25.7,26.4,28.0,29.9
2013,84,4,7,25.0,26.0,28.4,29.9
2013,84,6,7,25.0,26.0,28.4,29.9
2013,84,7,7,24.6,25.6,27.8,29.9
2013,84,8,7,24.1,24.4,25.0,29.9
2013,84,9,7,24.6,25.4,27.2,29.9
2013,84,11,7,24.5,25.2,26.8,29.9
2013,84,12,7,25.6,26.0,27.0,29.9
2013,84,13,7,25.8,26.0,26.4,29.9
2013,84,14,7,24.7,25.4,27.0,29.9
2013,84,15,7,24.1,25.2,27.6,29.9
2013,84,16,7,24.6,25.6,27.8,29.9
2013,84,17,7,25.6,26.0,27.0,29.9
2013,84,18,7,25.6,26.0,27.0,29.9
2013,84,19,7,24.8,25.2,26.2,29.9
2013,84,20,7,23.5,24.0,25.0,29.9
2013,84,21,7,25.1,25.4,26.2,29.9
2013,84,22,7,24.6,24.8,25.2,29.9
2013,84,23,7,24.1,25.0,27.0,29.9
2013,84,24,7,24.4,24.6,25.0,29.9
2013,84,25,7,24.6,25.0,25.8,29.9
2013,84,26,7,24.7,25.4,27.0,29.9
2013,84,27,7,24.5,25.2,26.8,29.9
2013,84,28,7,24.7,25.4,27.0,29.9
2013,84,29,7,24.0,24.6,26.0,29.9
2013,84,30,7,24.7,25.4,27.0,29.9
2013,84,31,7,24.4,25.0,26.4,29.9
2013,0,1,8,24.6,25.2,26.6,29.5
2013,0,2,8,24.8,25.0,25.4,29.5
2013,0,3,8,24.4,25.0,26.4,29.5
2013,0,4,8,23.7,24.2,25.4,29.5
2013,0,5,8,24.6,25.0,26.0,29.5
2013,0,6,8,24.1,24.8,26.4,29.5
2013,0,7,8,24.0,24.4,25.2,29.5
2013,0,8,8,24.5,25.0,26.2,29.5
2013,0,9,8,24.7,25.4,27.0,29.5
2013,0,10,8,24.2,25.0,26.8,29.5
2013,0,11,8,24.1,25.0,27.0,29.5
2013,0,12,8,23.9,24.4,25.6,29.5
2013,0,13,8,24.7,25.2,26.4,29.5
2013,0,14,8,24.4,25.0,26.4,29.5
2013,0,15,8,24.4,25.0,26.4,29.5
2013,0,16,8,24.2,25.0,26.8,29.5
2013,0,17,8,25.0,25.4,26.4,29.5
2013,0,18,8,24.6,25.2,26.6,29.5
2013,0,19,8,24.4,25.0,26.4,29.5
2013,0,20,8,23.5,24.6,27.0,29.5
2013,0,21,8,24.4,25.0,26.4,29.5
2013,0,22,8,24.0,24.8,26.6,29.5
2013,0,23,8,23.5,24.6,27.0,29.5
2013,0,24,8,24.4,24.8,25.8,29.5
2013,0,25,8,24.1,25.0,27.0,29.5
2013,0,26,8,24.4,24.8,25.8,29.5
2013,0,27,8,24.1,25.0,26.4,29.5
2013,0,28,8,23.6,24.6,26.8,29.5
2013,0,29,8,24.5,25.0,26.2,29.5
2013,0,30,8,23.9,24.6,26.2,29.5
2013,0,31,8,24.3,24.8,26.0,29.5
2013,12,1,8,24.8,25.4,26.8,29.5
2013,12,2,8,25.1,25.4,26.2,29.5
2013,12,3,8,24.5,25.4,27.4,29.5
2013,12,4,8,25.0,25.6,27.0,29.5
2013,12,5,8,24.4,25.0,26.4,29.5
2013,12,6,8,24.3,25.4,27.8,29.5
2013,12,7,8,24.4,24.8,25.8,29.5
2013,12,8,8,24.0,24.8,26.2,29.5
2013,12,9,8,24.5,25.0,26.2,29.5
2013,12,10,8,24.7,25.4,27.0,29.5
2013,12,11,8,24.6,25.4,27.2,29.5
2013,12,12,8,24.7,25.4,27.0,29.5
2013,12,13,8,24.4,25.0,26.4,29.5
2013,12,14,8,25.1,25.8,27.4,29.5
2013,12,15,8,24.8,25.6,27.4,29.5
2013,12,16,8,24.0,25.0,27.2,29.5
2013,12,17,8,25.3,25.8,27.0,29.5
2013,12,18,8,22.8,24.2,27.4,29.5
2013,12,19,8,24.3,25.4,28.0,29.5
2013,12,20,8,24.0,25.2,27.8,29.5
2013,12,21,8,24.0,25.4,28.6,29.5
2013,12,22,8,24.3,25.4,28.0,29.5
2013,12,23,8,24.2,25.2,27.4,29.5
2013,12,24,8,24.5,25.4,27.4,29.5
2013,12,25,8,24.2,25.2,27.4,29.5
2013,12,26,8,25.7,26.0,26.8,29.5
2013,12,27,8,24.6,25.6,28.0,29.5
2013,12,28,8,24.2,25.4,28.2,29.5
2013,12,29,8,24.0,25.0,27.2,29.5
2013,12,30,8,24.8,25.6,27.4,29.5
2013,12,31,8,24.1,24.4,25.0,29.5
2013,24,1,8,25.3,25.6,26.4,29.5
2013,24,2,8,25.2,26.0,27.8,29.5
2013,24,3,8,24.8,26.2,29.4,29.5
2013,24,4,8,25.1,26.4,29.6,29.5
2013,24,5,8,25.0,26.2,29.0,29.5
2013,24,6,8,24.5,26.0,29.4,29.5
2013,24,7,8,24.9,26.2,29.2,29.5
2013,24,8,8,24.7,25.2,26.4,29.5
2013,24,9,8,24.0,25.2,27.8,29.5
2013,24,10,8,23.5,25.0,28.0,29.5
2013,24,12,8,24.4,26.0,29.8,29.5
2013,24,13,8,24.6,25.6,28.0,29.5
2013,24,14,8,25.2,26.0,28.0,29.5
2013,24,15,8,24.7,26.2,29.8,29.5
2013,24,16,8,25.3,26.6,29.8,29.5
2013,24,17,8,24.0,25.0,27.2,29.5
2013,24,18,8,24.7,25.4,27.0,29.5
2013,24,19,8,25.2,26.4,29.2,29.5
2013,24,20,8,23.9,25.8,30.2,29.5
2013,24,21,8,24.1,26.0,30.4,29.5
2013,24,22,8,23.5,25.6,30.4,29.5
2013,24,23,8,25.0,26.4,29.8,29.5
2013,24,24,8,24.9,25.8,28.0,29.5
2013,24,25,8,24.9,25.8,27.8,29.5
2013,24,26,8,24.3,25.0,26.6,29.5
2013,24,27,8,24.9,26.4,30.0,29.5
2013,24,28,8,24.2,26.0,30.2,29.5
2013,24,29,8,23.7,25.6,29.8,29.5
2013,24,30,8,24.3,26.0,30.0,29.5
2013,24,31,8,24.7,25.2,26.4,29.5
2013,36,1,8,25.0,25.6,27.0,29.5
2013,36,2,8,24.5,25.4,27.4,29.5
2013,36,3,8,25.0,26.6,30.4,29.5
2013,36,4,8,24.9,26.4,30.0,29.5
2013,36,5,8,24.8,26.4,30.2,29.5
2013,36,6,8,24.2,26.0,30.2,29.5
2013,36,7,8,24.1,24.6,25.6,29.5
2013,36,8,8,24.6,25.6,27.8,29.5
2013,36,9,8,23.7,25.0,28.0,29.5
2013,36,10,8,24.6,26.0,29.2,29.5
2013,36,11,8,24.3,26.0,30.0,29.5
2013,36,12,8,24.7,26.0,29.0,29.5
2013,36,13,8,24.6,25.0,25.8,29.5
2013,36,14,8,25.1,26.0,28.2,29.5
2013,36,15,8,25.4,26.6,29.4,29.5
2013,36,16,8,24.2,25.0,26.8,29.5
2013,36,17,8,25.5,26.8,30.0,29.5
2013,36,18,8,25.0,26.2,29.0,29.5
2013,36,19,8,24.0,25.8,30.0,29.5
2013,36,20,8,23.8,25.6,29.6,29.5
2013,36,21,8,23.8,26.0,31.0,29.5
2013,36,22,8,23.1,25.4,30.4,29.5
2013,36,23,8,24.4,26.0,29.8,29.5
2013,36,24,8,24.9,26.0,28.6,29.5
2013,36,25,8,23.9,25.0,27.4,29.5
2013,36,26,8,23.9,24.6,26.2,29.5
2013,36,27,8,24.3,26.4,31.2,29.5
2013,36,28,8,24.1,25.0,27.0,29.5
2013,36,29,8,24.9,26.6,30.6,29.5
2013,36,30,8,25.4,26.6,29.6,29.5
2013,36,31,8,24.1,25.6,29.0,29.5
2013,48,1,8,24.8,25.4,26.8,29.5
2013,48,2,8,24.7,25.4,26.4,29.5
2013,48,3,8,24.3,25.8,29.2,29.5
2013,48,4,8,23.9,25.6,29.4,29.5
2013,48,5,8,24.5,26.0,29.4,29.5
2013,48,6,8,23.4,25.2,29.2,29.5
2013,48,7,8,25.0,25.6,27.0,29.5
2013,48,8,8,24.3,25.6,28.6,29.5
2013,48,9,8,24.1,25.6,28.8,29.5
2013,48,11,8,24.6,25.6,27.8,29.5
2013,48,12,8,24.7,25.6,27.6,29.5
2013,48,13,8,24.2,25.2,27.4,29.5
2013,48,14,8,24.3,25.6,28.6,29.5
2013,48,15,8,25.2,26.0,27.8,29.5
2013,48,16,8,24.1,25.6,29.0,29.5
2013,48,17,8,25.0,26.0,28.4,29.5
2013,48,18,8,23.6,25.0,28.2,29.5
2013,48,19,8,23.6,25.4,29.4,29.5
2013,48,20,8,23.6,25.4,29.4,29.5
2013,48,21,8,23.2,25.0,29.0,29.5
2013,48,22,8,23.1,25.0,29.2,29.5
2013,48,23,8,23.5,25.0,28.4,29.5
2013,48,24,8,24.1,25.4,28.4,29.5
2013,48,25,8,23.2,24.6,27.6,29.5
2013,48,26,8,24.3,25.4,28.0,29.5
2013,48,27,8,24.3,26.0,30.0,29.5
2013,48,28,8,23.9,25.0,27.4,29.5
2013,48,29,8,25.8,27.0,30.0,29.5
2013,48,30,8,24.2,25.8,29.4,29.5
2013,48,31,8,23.0,25.0,29.4,29.5
2013,60,1,8,24.1,24.4,25.0,29.5
2013,60,2,8,24.6,25.2,26.6,29.5
2013,60,3,8,24.1,25.0,27.0,29.5
2013,60,4,8,24.5,25.4,27.4,29.5
2013,60,5,8,24.1,25.2,27.6,29.5
2013,60,6,8,23.8,25.0,27.6,29.5
2013,60,7,8,23.5,24.6,27.0,29.5
2013,60,8,8,24.3,25.0,26.6,29.5
2013,60,9,8,24.1,25.0,27.0,29.5
2013,60,10,8,23.9,25.0,27.4,29.5
2013,60,11,8,24.1,25.0,27.0,29.5
2013,60,12,8,24.4,25.0,26.4,29.5
2013,60,13,8,23.9,25.0,27.4,29.5
2013,60,14,8,24.6,25.2,26.6,29.5
2013,60,15,8,24.2,25.2,27.4,29.5
2013,60,16,8,24.3,25.2,27.2,29.5
2013,60,17,8,24.7,25.2,26.4,29.5
2013,60,18,8,23.7,25.0,28.0,29.5
2013,60,19,8,23.7,25.0,28.0,29.5
2013,60,20,8,24.3,25.4,27.8,29.5
2013,60,21,8,23.0,24.6,28.0,29.5
2013,60,22,8,23.9,25.2,28.0,29.5
2013,60,23,8,24.1,24.4,25.0,29.5
2013,60,24,8,24.9,25.4,26.6,29.5
2013,60,25,8,22.8,24.0,26.6,29.5
2013,60,26,8,24.4,25.2,27.0,29.5
2013,60,27,8,24.3,25.4,27.8,29.5
2013,60,28,8,23.8,25.0,27.6,29.5
2013,60,29,8,23.8,25.0,27.6,29.5
2013,60,30,8,23.7,25.0,27.8,29.5
2013,60,31,8,22.9,24.4,27.6,29.5
2013,72,1,8,23.3,23.6,24.2,29.5
2013,72,2,8,24.1,25.0,27.0,29.5
2013,72,3,8,23.6,24.2,25.6,29.5
2013,72,4,8,24.1,25.0,27.0,29.5
2013,72,5,8,24.0,25.0,27.2,29.5
2013,72,6,8,24.0,25.0,27.2,29.5
2013,72,7,8,24.2,25.0,26.8,29.5
2013,72,8,8,24.2,25.0,26.8,29.5
2013,72,9,8,24.3,25.2,27.2,29.5
2013,72,10,8,24.7,25.4,27.0,29.5
2013,72,11,8,24.3,25.2,27.2,29.5
2013,72,12,8,25.0,25.4,26.4,29.5
2013,72,13,8,24.6,25.0,26.0,29.5
2013,72,14,8,24.7,25.4,27.0,29.5
2013,72,15,8,24.1,25.0,27.0,29.5
2013,72,16,8,24.7,25.4,27.0,29.5
2013,72,17,8,25.0,25.4,26.4,29.5
2013,72,18,8,24.6,25.0,26.0,29.5
2013,72,19,8,24.0,25.2,27.8,29.5
2013,72,20,8,23.9,25.0,27.4,29.5
2013,72,21,8,24.1,25.2,27.6,29.5
2013,72,22,8,24.0,25.2,27.8,29.5
2013,72,23,8,24.8,25.4,26.8,29.5
2013,72,24,8,24.7,25.4,27.0,29.5
2013,72,25,8,23.8,24.6,26.4,29.5
2013,72,26,8,24.1,25.0,27.0,29.5
2013,72,27,8,24.3,25.2,27.2,29.5
2013,72,28,8,24.0,25.0,27.4,29.5
2013,72,29,8,23.9,25.0,27.4,29.5
2013,72,30,8,23.9,25.0,27.4,29.5
2013,72,31,8,23.7,24.6,26.6,29.5
2013,84,1,8,24.4,25.2,27.0,29.5
2013,84,2,8,23.7,24.0,24.6,29.5
2013,84,3,8,24.4,25.0,26.4,29.5
2013,84,4,8,23.5,24.0,25.0,29.5
2013,84,5,8,24.4,25.0,26.4,29.5
2013,84,6,8,24.1,24.8,26.4,29.5
2013,84,7,8,24.1,25.0,27.0,29.5
2013,84,8,8,24.3,24.8,26.0,29.5
2013,84,9,8,24.4,25.0,26.4,29.5
2013,84,10,8,24.1,25.0,27.0,29.5
2013,84,11,8,24.4,25.2,27.0,29.5
2013,84,12,8,24.6,25.0,26.0,29.5
2013,84,13,8,24.4,25.0,26.4,29.5
2013,84,14,8,24.4,25.0,26.4,29.5
2013,84,15,8,24.7,25.4,27.0,29.5
2013,84,16,8,24.4,25.2,27.0,29.5
2013,84,17,8,24.6,25.0,26.0,29.5
2013,84,18,8,24.6,25.0,26.0,29.5
2013,84,19,8,24.4,25.0,26.4,29.5
2013,84,20,8,23.8,24.8,27.0,29.5
2013,84,21,8,24.1,25.0,27.0,29.5
2013,84,22,8,24.1,25.0,27.0,29.5
2013,84,23,8,23.8,25.0,27.6,29.5
2013,84,24,8,24.5,25.0,26.2,29.5
2013,84,25,8,24.7,25.4,27.0,29.5
2013,84,26,8,23.9,24.6,26.2,29.5
2013,84,27,8,24.7,25.4,27.0,29.5
2013,84,28,8,24.1,25.0,27.0,29.5
2013,84,29,8,23.9,24.4,25.6,29.5
2013,84,30,8,23.5,24.6,27.0,29.5
2013,84,31,8,24.1,25.0,27.0,29.5
2013,12,1,9,24.6,25.4,27.2,30.2
2013,12,2,9,24.6,25.4,27.2,30.2
2013,12,3,9,23.7,25.0,28.0,30.2
2013,12,4,9,24.3,25.4,28.0,30.2
2013,12,5,9,22.2,24.4,29.0,30.2
2013,12,6,9,24.7,25.4,27.0,30.2
2013,12,7,9,24.6,25.2,26.6,30.2
2013,12,8,9,24.3,25.2,27.2,30.2
2013,12,9,9,24.1,25.0,27.0,30.2
2013,12,10,9,24.4,25.0,26.4,30.2
2013,12,11,9,24.0,24.6,26.0,30.2
2013,12,12,9,24.5,25.4,27.4,30.2
2013,12,13,9,25.2,26.0,28.0,30.2
2013,12,14,9,25.4,26.0,27.4,30.2
2013,12,15,9,24.3,25.6,26.6,30.2
2013,12,16,9,24.5,24.8,25.4,30.2
2013,12,17,9,23.9,24.4,25.4,30.2
2013,12,18,9,25.6,26.0,27.0,30.2
2013,12,19,9,23.1,23.4,24.0,30.2
2013,12,20,9,24.4,24.8,25.8,30.2
2013,12,21,9,25.2,26.0,28.0,30.2
2013,12,22,9,24.1,25.4,28.4,30.2
2013,12,23,9,23.8,25.2,28.4,30.2
2013,12,24,9,24.1,24.6,25.6,30.2
2013,12,25,9,19.9,22.0,26.0,30.2
2013,12,26,9,24.7,25.4,27.0,30.2
2013,12,27,9,24.4,25.0,26.4,30.2
2013,12,28,9,24.2,25.0,26.8,30.2
2013,12,29,9,25.0,25.6,27.0,30.2
2013,12,30,9,24.6,25.6,28.0,30.2
2013,48,1,9,23.2,25.2,29.6,30.2
2013,48,2,9,23.0,25.0,29.4,30.2
2013,48,3,9,22.9,25.2,30.2,30.2
2013,48,4,9,22.7,25.0,30.0,30.2
2013,48,5,9,25.6,26.0,27.0,30.2
2013,48,6,9,22.7,25.0,30.0,30.2
2013,48,7,9,22.0,24.6,30.0,30.2
2013,48,8,9,23.3,25.4,30.0,30.2
2013,48,9,9,23.8,25.0,27.6,30.2
2013,48,10,9,24.9,26.0,28.6,30.2
2013,48,11,9,26.0,26.6,28.0,30.2
2013,48,12,9,25.1,26.2,28.8,30.2
2013,48,13,9,25.2,26.6,30.0,30.2
2013,48,14,9,25.7,27.4,31.6,30.2
2013,48,15,9,24.7,26.0,29.0,30.2
2013,48,16,9,24.1,25.6,29.0,30.2
2013,48,17,9,24.5,25.8,28.8,30.2
2013,48,19,9,26.1,26.8,28.6,30.2
2013,48,20,9,25.8,27.0,30.0,30.2
2013,48,22,9,24.1,25.6,29.0,30.2
2013,48,23,9,23.4,25.0,28.6,30.2
2013,48,24,9,24.4,25.4,27.6,30.2
2013,48,25,9,24.5,25.8,28.8,30.2
2013,48,26,9,25.2,26.6,30.0,30.2
2013,48,27,9,23.9,24.8,26.8,30.2
2013,48,28,9,24.4,26.0,29.8,30.2
2013,48,29,9,24.1,25.6,29.0,30.2
2013,48,30,9,24.5,26.0,29.6,30.2
2013,12,1,10,24.5,25.6,28.2,33.1
2013,12,2,10,24.0,25.4,28.6,33.1
2013,12,3,10,23.1,24.8,28.4,33.1
2013,12,4,10,24.2,25.4,28.2,33.1
2013,12,5,10,23.5,25.0,28.4,33.1
2013,12,6,10,24.8,25.6,27.4,33.1
2013,12,7,10,24.8,25.0,25.4,33.1
2013,12,8,10,25.9,26.2,27.0,33.1
2013,12,9,10,23.6,25.0,28.2,33.1
2013,12,10,10,24.1,25.4,28.4,33.1
2013,12,11,10,23.5,24.4,26.4,33.1
2013,12,12,10,23.8,24.6,26.4,33.1
2013,12,13,10,25.5,26.0,27.2,33.1
2013,12,15,10,25.5,26.2,27.8,33.1
2013,12,16,10,24.1,25.0,27.0,33.1
2013,12,17,10,25.3,25.6,26.4,33.1
2013,12,18,10,25.5,26.2,27.8,33.1
2013,12,19,10,22.6,24.2,27.6,33.1
2013,12,20,10,25.3,26.2,28.4,33.1
2013,12,21,10,23.3,24.4,26.8,33.1
2013,12,22,10,21.4,22.4,24.4,33.1
2013,12,23,10,18.5,21.4,26.6,33.1
2013,12,24,10,21.2,22.0,23.6,33.1
2013,12,25,10,21.4,23.8,28.6,33.1
2013,12,26,10,23.8,27.0,34.4,33.1
2013,12,27,10,25.6,26.4,28.4,33.1
2013,12,28,10,25.6,26.4,28.4,33.1
2013,12,29,10,25.4,26.0,27.4,33.1
2013,12,30,10,19.9,21.6,24.8,33.1
2013,12,31,10,21.1,22.4,25.0,33.1
2013,48,1,10,24.8,26.2,29.6,33.1
2013,48,2,10,23.5,25.6,30.4,33.1
2013,48,3,10,23.9,26.2,31.4,33.1
2013,48,4,10,23.9,25.8,30.2,33.1
2013,48,5,10,24.1,25.6,29.0,33.1
2013,48,6,10,25.2,26.6,30.0,33.1
2013,48,7,10,24.6,26.0,29.2,33.1
2013,48,9,10,24.2,25.6,28.8,33.1
2013,48,10,10,24.5,26.0,29.6,33.1
2013,48,11,10,24.5,25.6,28.2,33.1
2013,48,12,10,24.7,26.0,29.0,33.1
2013,48,13,10,24.3,26.0,30.0,33.1
2013,48,14,10,25.8,27.0,30.0,33.1
2013,48,15,10,26.0,27.0,29.6,33.1
2013,48,16,10,25.8,27.2,30.6,33.1
2013,48,17,10,26.8,28.0,31.2,33.1
2013,48,18,10,23.3,26.0,32.0,33.1
2013,48,19,10,24.0,26.4,32.0,33.1
2013,48,20,10,24.4,26.6,31.8,33.1
2013,48,21,10,21.8,25.0,31.8,33.1
2013,48,22,10,17.2,22.8,32.8,33.1
2013,48,23,10,23.4,26.0,31.8,33.1
2013,48,24,10,22.4,25.0,30.6,33.1
2013,48,25,10,23.8,26.0,31.0,33.1
2013,48,26,10,22.9,24.0,26.4,33.1
2013,48,27,10,26.0,27.0,29.6,33.1
2013,48,28,10,24.3,26.0,30.0,33.1
2013,48,29,10,22.5,25.0,30.4,33.1
2013,48,30,10,21.9,25.0,31.6,33.1
2013,48,31,10,21.5,24.6,31.0,33.1
2013,12,1,11,20.2,22.0,25.4,33.4
2013,12,2,11,18.2,21.2,26.4,33.4
2013,12,3,11,19.3,22.0,27.0,33.4
2013,12,4,11,19.2,22.4,28.4,33.4
2013,12,5,11,23.2,24.4,27.0,33.4
2013,12,6,11,21.8,23.0,25.4,33.4
2013,12,7,11,20.8,22.6,26.0,33.4
2013,12,8,11,21.4,22.6,25.0,33.4
2013,12,9,11,21.0,22.4,25.2,33.4
2013,12,10,11,18.6,21.6,25.8,33.4
2013,12,11,11,19.1,21.2,25.0,33.4
2013,12,12,11,20.0,21.6,24.6,33.4
2013,12,13,11,19.3,21.0,24.0,33.4
2013,12,14,11,19.3,21.0,24.0,33.4
2013,12,15,11,17.3,20.0,24.4,33.4
2013,12,16,11,14.5,18.6,24.6,33.4
2013,12,17,11,11.5,17.0,24.2,33.4
2013,12,18,11,14.8,19.4,26.4,33.4
2013,12,19,11,16.1,20.0,26.2,33.4
2013,12,20,11,19.6,20.8,23.0,33.4
2013,12,21,11,17.9,19.6,22.4,33.4
2013,12,22,11,17.6,20.0,24.0,33.4
2013,12,23,11,14.3,18.4,24.4,33.4
2013,12,24,11,18.1,20.0,23.2,33.4
2013,12,25,11,24.1,25.0,27.0,33.4
2013,12,26,11,24.0,24.6,26.0,33.4
2013,12,27,11,22.6,23.8,26.4,33.4
2013,12,28,11,20.3,22.4,26.4,33.4
2013,12,29,11,13.2,17.0,22.0,33.4
2013,12,30,11,19.9,22.0,26.0,33.4
2013,48,1,11,21.0,24.4,31.4,33.4
2013,48,2,11,21.5,24.6,31.0,33.4
2013,48,3,11,22.4,25.4,32.0,33.4
2013,48,4,11,22.3,25.2,31.4,33.4
2013,48,5,11,19.4,23.2,30.4,33.4
2013,48,6,11,18.9,23.0,30.6,33.4
2013,48,7,11,21.6,24.6,30.8,33.4
2013,48,8,11,22.0,24.4,29.4,33.4
2013,48,9,11,21.7,24.4,30.0,33.4
2013,48,10,11,20.1,23.2,29.2,33.4
2013,48,11,11,18.8,22.4,29.0,33.4
2013,48,12,11,18.4,22.0,28.4,33.4
2013,48,13,11,21.1,23.6,28.6,33.4
2013,48,14,11,18.8,22.4,29.0,33.4
2013,48,15,11,15.8,21.4,30.6,33.4
2013,48,16,11,16.3,21.4,30.0,33.4
2013,48,17,11,17.3,22.0,30.2,33.4
2013,48,18,11,18.6,22.8,30.6,33.4
2013,48,19,11,18.8,22.8,30.2,33.4
2013,48,20,11,18.2,22.0,28.8,33.4
2013,48,21,11,19.2,22.6,29.0,33.4
2013,48,22,11,18.2,22.4,30.0,33.4
2013,48,23,11,20.3,23.6,30.0,33.4
2013,48,24,11,20.7,23.6,29.4,33.4
2013,48,25,11,23.4,25.2,29.2,33.4
2013,48,26,11,23.3,25.4,30.0,33.4
2013,48,27,11,23.0,25.0,29.4,33.4
2013,48,28,11,19.7,23.4,30.6,33.4
2013,48,29,11,16.5,21.2,29.0,33.4
2013,48,30,11,22.7,25.0,30.0,33.4
2013,12,1,12,21.0,23.0,27.0,31.9
2013,12,2,12,23.2,24.4,27.0,31.9
2013,12,3,12,21.3,22.6,25.2,31.9
2013,12,4,12,20.0,22.2,26.4,31.9
2013,12,5,12,20.8,22.6,26.0,31.9
2013,12,6,12,19.1,21.2,25.0,31.9
2013,12,7,12,17.1,19.6,23.6,31.9
2013,12,8,12,15.4,17.6,20.8,31.9
2013,12,9,12,15.4,17.6,20.8,31.9
2013,12,10,12,15.4,17.6,20.8,31.9
2013,12,11,12,13.2,16.6,21.2,31.9
2013,12,12,12,10.3,16.4,24.0,31.9
2013,12,13,12,8.1,15.2,23.2,31.9
2013,12,14,12,11.6,16.0,21.6,31.9
2013,12,15,12,13.7,17.0,21.6,31.9
2013,12,16,12,10.3,15.4,21.6,31.9
2013,12,17,12,13.8,16.4,20.0,31.9
2013,12,18,12,14.6,16.2,18.4,31.9
2013,12,19,12,15.2,17.0,19.6,31.9
2013,12,20,12,18.5,19.2,20.4,31.9
2013,12,21,12,15.3,17.0,19.4,31.9
2013,12,22,12,10.6,14.0,18.0,31.9
2013,12,23,12,13.8,17.0,21.4,31.9
2013,12,24,12,15.4,18.8,24.0,31.9
2013,12,25,12,18.4,19.6,21.6,31.9
2013,12,26,12,18.2,19.4,21.4,31.9
2013,12,27,12,18.3,19.8,22.4,31.9
2013,12,28,12,13.8,16.2,19.4,31.9
2013,12,29,12,13.8,16.0,19.0,31.9
2013,12,30,12,18.5,19.4,21.0,31.9
2013,12,31,12,17.2,18.6,20.8,31.9
2013,48,1,12,20.5,24.0,31.0,31.9
2013,48,2,12,23.8,25.6,29.6,31.9
2013,48,3,12,18.2,22.4,30.0,31.9
2013,48,4,12,22.6,25.2,30.8,31.9
2013,48,5,12,20.0,23.4,30.4,31.9
2013,48,6,12,20.9,23.8,29.6,31.9
2013,48,7,12,15.4,20.4,28.4,31.9
2013,48,8,12,13.8,19.6,28.2,31.9
2013,48,9,12,14.4,20.2,28.6,31.9
2013,48,10,12,14.4,20.6,30.2,31.9
2013,48,11,12,14.9,20.4,29.0,31.9
2013,48,12,12,15.0,20.2,28.4,31.9
2013,48,13,12,14.6,19.6,27.2,31.9
2013,48,14,12,15.1,20.4,28.8,31.9
2013,48,15,12,15.4,21.0,30.0,31.9
2013,48,16,12,14.4,20.0,28.6,31.9
2013,48,17,12,14.2,20.0,28.8,31.9
2013,48,18,12,15.6,20.0,27.0,31.9
2013,48,19,12,17.3,21.2,27.8,31.9
2013,48,20,12,18.7,21.6,26.8,31.9
2013,48,21,12,14.2,19.4,27.2,31.9
2013,48,22,12,13.0,18.6,26.6,31.9
2013,48,23,12,18.8,22.2,28.4,31.9
2013,48,24,12,18.7,22.0,28.0,31.9
2013,48,25,12,18.8,22.0,27.8,31.9
2013,48,26,12,19.5,22.4,27.8,31.9
2013,48,27,12,17.1,20.6,26.4,31.9
2013,48,28,12,15.5,19.6,26.0,31.9
2013,48,29,12,18.2,21.0,25.8,31.9
2013,48,30,12,16.3,20.0,26.0,31.9
2013,48,31,12,14.3,19.0,26.0,31.9
2014,0,1,1,15.5,17.0,19.2,30.4
2014,0,2,1,17.8,19.4,22.0,30.4
2014,0,3,1,17.6,18.6,20.2,30.4
2014,0,4,1,20.5,21.0,22.0,30.4
2014,0,5,1,16.8,18.2,20.4,30.4
2014,0,6,1,12.3,13.8,15.6,30.4
2014,0,7,1,13.5,15.0,17.0,30.4
2014,0,8,1,16.7,18.2,20.6,30.4
2014,0,9,1,20.5,21.0,22.0,30.4
2014,0,10,1,13.5,15.0,17.0,30.4
2014,0,11,1,7.3,12.2,17.2,30.4
2014,0,12,1,11.3,13.0,15.0,30.4
2014,0,13,1,17.7,18.6,20.0,30.4
2014,0,14,1,18.8,19.4,20.4,30.4
2014,0,15,1,15.9,17.0,18.6,30.4
2014,0,16,1,11.9,14.0,16.6,30.4
2014,0,17,1,15.1,16.0,17.2,30.4
2014,0,18,1,10.0,12.4,15.0,30.4
2014,0,19,1,8.1,13.8,20.0,30.4
2014,0,20,1,17.4,18.0,19.0,30.4
2014,0,21,1,20.6,21.0,21.8,30.4
2014,0,22,1,20.5,21.0,22.0,30.4
2014,0,23,1,18.3,19.0,20.2,30.4
2014,0,24,1,19.5,20.0,20.8,30.4
2014,0,25,1,18.9,19.4,20.2,30.4
2014,0,26,1,20.1,20.8,22.0,30.4
2014,0,27,1,18.1,19.4,21.6,30.4
2014,0,28,1,11.3,17.0,24.4,30.4
2014,0,29,1,13.8,16.0,19.0,30.4
2014,0,30,1,12.6,15.4,19.0,30.4
2014,0,31,1,12.5,16.0,20.6,30.4
2014,12,1,1,14.8,17.4,21.2,30.4
2014,12,2,1,17.6,19.2,21.8,30.4
2014,12,3,1,17.8,19.4,22.0,30.4
2014,12,4,1,20.0,20.8,22.2,30.4
2014,12,5,1,15.6,17.4,20.0,30.4
